City,Year,Latitude,Longitude
Strasbourg,1483,48.584614,7.7507127
Venezia,1480,45.4371908,12.3345898
Napoli,1480,40.8358846,14.2487679
Bologna,1480,44.4938203,11.3426327
Speyer,1480,49.3165553,8.433615
Lübeck,1492,53.866444,10.684738
Antwerpen,1493,51.2211097,4.3997081
Rouen,1495,49.4404591,1.0939658
Firenze,1485,43.7697955,11.2556404
Lyon,1496,45.7578137,4.8320114
Antwerpen,1487,51.2211097,4.3997081
Lübeck,1489,53.866444,10.684738
Lyon,1477,45.7578137,4.8320114
Padova,1478,45.391408,11.8058487
Roma,1491,41.8933203,12.4829321
Bamberg,1499,49.8916044,10.8868478
Köln,1493,50.938361,6.959974
Basel,1494,47.5581077,7.5878261
Burgos,1497,42.343926,-3.696977
Heidelberg,1492,49.4093582,8.694724
Genève,1480,46.2017559,6.1466014
Ferrara,1472,44.7667642,11.827939
Paris,1499,48.8534951,2.3483915
Roma,1493,41.8933203,12.4829321
Firenze,1495,43.7697955,11.2556404
Basel,1494,47.5581077,7.5878261
Venezia,1483,45.4371908,12.3345898
Augsburg,1493,48.3690341,10.8979522
Lyon,1489,45.7578137,4.8320114
Lyon,1500,45.7578137,4.8320114
Milano,1495,45.4641943,9.1896346
Roma,1481,41.8933203,12.4829321
Paris,1498,48.8534951,2.3483915
Venezia,1483,45.4371908,12.3345898
Venezia,1500,45.4371908,12.3345898
Barcelona,1481,41.3825802,2.177073
Albi,1475,43.9277552,2.147899
London,1500,51.4893335,-0.1440551
Augsburg,1496,48.3690341,10.8979522
Roma,1470,41.8933203,12.4829321
Paris,1491,48.8534951,2.3483915
Venezia,1500,45.4371908,12.3345898
Roma,1474,41.8933203,12.4829321
Paris,1480,48.8534951,2.3483915
Paris,1478,48.8534951,2.3483915
Venezia,1481,45.4371908,12.3345898
Mainz,1492,49.9995205,8.2736253
Paris,1492,48.8534951,2.3483915
Augsburg,1495,48.3690341,10.8979522
Köln,1492,50.938361,6.959974
Köln,1486,50.938361,6.959974
Paris,1499,48.8534951,2.3483915
Speyer,1496,49.3165553,8.433615
Venezia,1494,45.4371908,12.3345898
Esslingen,1474,48.7427584,9.3071685
Lyon,1497,45.7578137,4.8320114
Deventer,1496,52.2694896,6.2364886
Paris,1493,48.8534951,2.3483915
Venezia,1472,45.4371908,12.3345898
Venezia,1478,45.4371908,12.3345898
Sevilla,1494,37.3886303,-5.9953403
Venezia,1487,45.4371908,12.3345898
Ulm,1478,48.3984968,9.9912458
Augsburg,1483,48.3690341,10.8979522
Pavia,1496,45.0368546,9.1378251
Bamberg,1462,49.8916044,10.8868478
Venezia,1481,45.4371908,12.3345898
Reutlingen,1486,48.4919508,9.2114144
Strasbourg,1482,48.584614,7.7507127
Perugia,1480,43.1070321,12.4029962
Mainz,1455,49.9995205,8.2736253
Paris,1498,48.8534951,2.3483915
Westminster,1483,51.5004439,-0.1265398
Sevilla,1491,37.3886303,-5.9953403
Venezia,1490,45.4371908,12.3345898
Venezia,1483,45.4371908,12.3345898
Strasbourg,1484,48.584614,7.7507127
Brescia,1492,45.7795804,10.425873
Híjar,1486,41.1747377,-0.4515985
Roma,1475,41.8933203,12.4829321
Mainz,1478,49.9995205,8.2736253
Roma,1483,41.8933203,12.4829321
Firenze,1499,43.7697955,11.2556404
Napoli,1483,40.8358846,14.2487679
Firenze,1492,43.7697955,11.2556404
Leipzig,1495,51.3406321,12.3747329
Milano,1490,45.4641943,9.1896346
Venezia,1475,45.4371908,12.3345898
L'Aquila,1483,42.1368853,13.610341
Valencia,1484,39.4697065,-0.3763353
Venezia,1494,45.4371908,12.3345898
Mainz,1495,49.9995205,8.2736253
Paris,1495,48.8534951,2.3483915
Paris,1497,48.8534951,2.3483915
Mainz,1499,49.9995205,8.2736253
Roma,1500,41.8933203,12.4829321
Bologna,1488,44.4938203,11.3426327
Paris,1490,48.8534951,2.3483915
Ulm,1482,48.3984968,9.9912458
Milano,1499,45.4641943,9.1896346
Venezia,1496,45.4371908,12.3345898
Poitiers,1497,46.5802596,0.340196
Roma,1477,41.8933203,12.4829321
Piove di Sacco,1475,45.297692,12.036814
Lübeck,1497,53.866444,10.684738
Vicenza,1486,45.6348591,11.4063543
Roma,1477,41.8933203,12.4829321
Venezia,1500,45.4371908,12.3345898
Westminster,1478,51.5004439,-0.1265398
Merseburg,1479,51.3564413,11.996148
Mainz,1488,49.9995205,8.2736253
Zamora,1483,41.6857693,-5.942315
Venezia,1494,45.4371908,12.3345898
Köln,1467,50.938361,6.959974
Augsburg,1490,48.3690341,10.8979522
Paris,1490,48.8534951,2.3483915
Speyer,1479,49.3165553,8.433615
Lisboa,1492,38.7077507,-9.1365919
Mainz,1498,49.9995205,8.2736253
Leipzig,1487,51.3406321,12.3747329
London,1493,51.4893335,-0.1440551
Delft,1481,51.9994572,4.3627245
London,1497,51.4893335,-0.1440551
Firenze,1477,43.7697955,11.2556404
Roma,1480,41.8933203,12.4829321
Deventer,1480,52.2694896,6.2364886
Paris,1500,48.8534951,2.3483915
Strasbourg,1497,48.584614,7.7507127
Venezia,1493,45.4371908,12.3345898
Paris,1492,48.8534951,2.3483915
Braga,1494,41.5510583,-8.4280045
Strasbourg,1498,48.584614,7.7507127
Leipzig,1499,51.3406321,12.3747329
Magdeburg,1487,52.1315889,11.6399609
Vicenza,1491,45.6348591,11.4063543
Paris,1500,48.8534951,2.3483915
Zaragoza,1485,41.6521342,-0.8809428
Burgos,1500,42.343926,-3.696977
Delft,1485,51.9994572,4.3627245
Deventer,1492,52.2694896,6.2364886
Mainz,1485,49.9995205,8.2736253
Nürnberg,1485,49.453872,11.077298
Blaubeuren,1474,48.4121233,9.7847091
Bamberg,1493,49.8916044,10.8868478
Milano,1492,45.4641943,9.1896346
Milano,1480,45.4641943,9.1896346
Venezia,1499,45.4371908,12.3345898
Hagenau,1492,48.8172236,7.7885978
Bologna,1495,44.4938203,11.3426327
Augsburg,1493,48.3690341,10.8979522
Mondovì,1480,44.3900282,7.8204718
Venezia,1489,45.4371908,12.3345898
Nürnberg,1496,49.453872,11.077298
Köln,1497,50.938361,6.959974
Paris,1497,48.8534951,2.3483915
Venezia,1480,45.4371908,12.3345898
Antwerpen,1500,51.2211097,4.3997081
Mainz,1488,49.9995205,8.2736253
Deventer,1488,52.2694896,6.2364886
Aalst,1487,50.9383226,4.0392147
Sevilla,1498,37.3886303,-5.9953403
Lyon,1497,45.7578137,4.8320114
Strasbourg,1486,48.584614,7.7507127
Sevilla,1493,37.3886303,-5.9953403
Milano,1482,45.4641943,9.1896346
Leipzig,1481,51.3406321,12.3747329
Venezia,1497,45.4371908,12.3345898
Augsburg,1498,48.3690341,10.8979522
Lérida,1490,41.6147605,0.6267842
Lyon,1500,45.7578137,4.8320114
Venezia,1471,45.4371908,12.3345898
Augsburg,1496,48.3690341,10.8979522
Roma,1487,41.8933203,12.4829321
London,1494,51.4893335,-0.1440551
Reggio Emilia,1500,44.6086674,10.5940667
Speyer,1480,49.3165553,8.433615
Leipzig,1489,51.3406321,12.3747329
Bologna,1500,44.4938203,11.3426327
Köln,1498,50.938361,6.959974
Firenze,1480,43.7697955,11.2556404
Venezia,1493,45.4371908,12.3345898
Köln,1482,50.938361,6.959974
Venezia,1477,45.4371908,12.3345898
Strasbourg,1484,48.584614,7.7507127
Venezia,1500,45.4371908,12.3345898
Venezia,1470,45.4371908,12.3345898
Paris,1497,48.8534951,2.3483915
Palma de Mallorca,1485,39.5695818,2.6500745
Firenze,1496,43.7697955,11.2556404
Pavia,1496,45.0368546,9.1378251
Paris,1495,48.8534951,2.3483915
Würzburg,1487,49.7780356,9.9434769
Strasbourg,1490,48.584614,7.7507127
Paris,1480,48.8534951,2.3483915
Delft,1489,51.9994572,4.3627245
Toulouse,1480,43.6044622,1.4442469
Leipzig,1492,51.3406321,12.3747329
Strasbourg,1483,48.584614,7.7507127
Venezia,1490,45.4371908,12.3345898
Perugia,1481,43.1070321,12.4029962
Nürnberg,1483,49.453872,11.077298
Roma,1469,41.8933203,12.4829321
Venezia,1497,45.4371908,12.3345898
Deventer,1495,52.2694896,6.2364886
Strasbourg,1496,48.584614,7.7507127
Ulm,1488,48.3984968,9.9912458
Strasbourg,1490,48.584614,7.7507127
Paris,1493,48.8534951,2.3483915
Paris,1488,48.8534951,2.3483915
Paris,1500,48.8534951,2.3483915
Augsburg,1480,48.3690341,10.8979522
Venezia,1471,45.4371908,12.3345898
Leipzig,1490,51.3406321,12.3747329
Köln,1479,50.938361,6.959974
London,1494,51.4893335,-0.1440551
Milano,1499,45.4641943,9.1896346
Westminster,1497,51.5004439,-0.1265398
Magdeburg,1493,52.1315889,11.6399609
Mantova,1475,45.1692628,10.6708365
Valencia,1495,39.4697065,-0.3763353
Mainz,1496,49.9995205,8.2736253
Mainz,1489,49.9995205,8.2736253
Köln,1480,50.938361,6.959974
Milano,1475,45.4641943,9.1896346
Venezia,1495,45.4371908,12.3345898
Strasbourg,1474,48.584614,7.7507127
Metz,1500,49.1196964,6.1763552
Roma,1493,41.8933203,12.4829321
Roma,1486,41.8933203,12.4829321
Toulouse,1497,43.6044622,1.4442469
Lisboa,1489,38.7077507,-9.1365919
Salamanca,1499,40.9651572,-5.6640182
Ferrara,1493,44.7667642,11.827939
Pisa,1482,43.4714722,10.6797912
Roma,1475,41.8933203,12.4829321
Paris,1499,48.8534951,2.3483915
Strasbourg,1490,48.584614,7.7507127
Milano,1474,45.4641943,9.1896346
Basel,1484,47.5581077,7.5878261
Strasbourg,1494,48.584614,7.7507127
Venezia,1495,45.4371908,12.3345898
Passau,1480,48.5748229,13.4609744
Mantova,1475,45.1692628,10.6708365
Napoli,1485,40.8358846,14.2487679
Roma,1479,41.8933203,12.4829321
Firenze,1494,43.7697955,11.2556404
Heidelberg,1488,49.4093582,8.694724
Augsburg,1500,48.3690341,10.8979522
Leuven,1486,50.879202,4.7011675
Rouen,1500,49.4404591,1.0939658
Treviso,1475,45.8066913,12.2063158
Paris,1495,48.8534951,2.3483915
Leipzig,1486,51.3406321,12.3747329
Roma,1482,41.8933203,12.4829321
Roma,1496,41.8933203,12.4829321
Paris,1490,48.8534951,2.3483915
Nürnberg,1477,49.453872,11.077298
Sevilla,1500,37.3886303,-5.9953403
Augsburg,1495,48.3690341,10.8979522
Avignon,1497,43.9492493,4.8059012
Venezia,1497,45.4371908,12.3345898
Paris,1488,48.8534951,2.3483915
Genève,1495,46.2017559,6.1466014
Torino,1492,45.0677551,7.6824892
Basel,1486,47.5581077,7.5878261
Venezia,1500,45.4371908,12.3345898
Köln,1487,50.938361,6.959974
Roma,1477,41.8933203,12.4829321
Paris,1497,48.8534951,2.3483915
Venezia,1472,45.4371908,12.3345898
Augsburg,1479,48.3690341,10.8979522
Mantova,1477,45.1692628,10.6708365
Basel,1479,47.5581077,7.5878261
Firenze,1489,43.7697955,11.2556404
Venezia,1492,45.4371908,12.3345898
Roma,1472,41.8933203,12.4829321
Leipzig,1496,51.3406321,12.3747329
Ulm,1488,48.3984968,9.9912458
Lübeck,1482,53.866444,10.684738
Leipzig,1499,51.3406321,12.3747329
Firenze,1489,43.7697955,11.2556404
Nürnberg,1491,49.453872,11.077298
Roma,1472,41.8933203,12.4829321
Burgos,1489,42.343926,-3.696977
Colle di Val d'Elsa,1478,43.4226367,11.1263856
Paris,1500,48.8534951,2.3483915
Zaragoza,1488,41.6521342,-0.8809428
Bologna,1495,44.4938203,11.3426327
Heidelberg,1488,49.4093582,8.694724
Roma,1498,41.8933203,12.4829321
Paris,1490,48.8534951,2.3483915
Padova,1483,45.391408,11.8058487
Roma,1488,41.8933203,12.4829321
Paris,1492,48.8534951,2.3483915
Venezia,1499,45.4371908,12.3345898
Deventer,1479,52.2694896,6.2364886
Venezia,1490,45.4371908,12.3345898
Venezia,1492,45.4371908,12.3345898
Strasbourg,1490,48.584614,7.7507127
Toledo,1500,39.8560679,-4.0239568
Genève,1493,46.2017559,6.1466014
Roma,1500,41.8933203,12.4829321
Antwerpen,1489,51.2211097,4.3997081
Köln,1476,50.938361,6.959974
Napoli,1478,40.8358846,14.2487679
Grenoble,1490,45.1875602,5.7357819
Hagenau,1497,48.8172236,7.7885978
Treviso,1476,45.8066913,12.2063158
Genève,1487,46.2017559,6.1466014
Roma,1474,41.8933203,12.4829321
Köln,1477,50.938361,6.959974
Nürnberg,1482,49.453872,11.077298
Padova,1482,45.391408,11.8058487
Roma,1477,41.8933203,12.4829321
Firenze,1492,43.7697955,11.2556404
Zürich,1481,47.3744489,8.5410422
Leipzig,1497,51.3406321,12.3747329
Bologna,1475,44.4938203,11.3426327
Leipzig,1490,51.3406321,12.3747329
Sevilla,1497,37.3886303,-5.9953403
Strasbourg,1480,48.584614,7.7507127
Roma,1477,41.8933203,12.4829321
Augsburg,1479,48.3690341,10.8979522
Paris,1496,48.8534951,2.3483915
Venezia,1496,45.4371908,12.3345898
Augsburg,1493,48.3690341,10.8979522
Pisa,1499,43.4714722,10.6797912
Milano,1481,45.4641943,9.1896346
Köln,1495,50.938361,6.959974
Augsburg,1490,48.3690341,10.8979522
Sevilla,1498,37.3886303,-5.9953403
Venezia,1494,45.4371908,12.3345898
Nürnberg,1490,49.453872,11.077298
Segovia,1472,40.9481192,-4.1172101
Leipzig,1493,51.3406321,12.3747329
Paris,1497,48.8534951,2.3483915
Bologna,1500,44.4938203,11.3426327
Leuven,1484,50.879202,4.7011675
Mainz,1454,49.9995205,8.2736253
Mainz,1475,49.9995205,8.2736253
Reutlingen,1496,48.4919508,9.2114144
Venezia,1500,45.4371908,12.3345898
Nürnberg,1492,49.453872,11.077298
Lyon,1497,45.7578137,4.8320114
Esslingen,1475,48.7427584,9.3071685
Iesi,1474,56.9432134,24.6127528
Plzeň,1500,49.7477415,13.3775249
Deventer,1491,52.2694896,6.2364886
Paris,1491,48.8534951,2.3483915
Köln,1481,50.938361,6.959974
Paris,1500,48.8534951,2.3483915
Firenze,1500,43.7697955,11.2556404
Paris,1495,48.8534951,2.3483915
Ulm,1494,48.3984968,9.9912458
Roma,1482,41.8933203,12.4829321
Brescia,1497,45.7795804,10.425873
Venezia,1485,45.4371908,12.3345898
Forlì,1495,44.2227278,12.041273
Venezia,1496,45.4371908,12.3345898
Paris,1494,48.8534951,2.3483915
Lyon,1476,45.7578137,4.8320114
Bologna,1499,44.4938203,11.3426327
Ulm,1482,48.3984968,9.9912458
Magdeburg,1497,52.1315889,11.6399609
Roma,1483,41.8933203,12.4829321
Barcelona,1493,41.3825802,2.177073
Roma,1480,41.8933203,12.4829321
Lübeck,1485,53.866444,10.684738
Speyer,1500,49.3165553,8.433615
Brescia,1500,45.7795804,10.425873
Ulm,1495,48.3984968,9.9912458
Milano,1488,45.4641943,9.1896346
Augsburg,1482,48.3690341,10.8979522
Paris,1495,48.8534951,2.3483915
Lyon,1486,45.7578137,4.8320114
Milano,1500,45.4641943,9.1896346
Firenze,1497,43.7697955,11.2556404
Strasbourg,1495,48.584614,7.7507127
Leiden,1500,52.1594747,4.4908843
Toulouse,1484,43.6044622,1.4442469
Ulm,1481,48.3984968,9.9912458
Venezia,1478,45.4371908,12.3345898
Milano,1478,45.4641943,9.1896346
Ulm,1480,48.3984968,9.9912458
Paris,1483,48.8534951,2.3483915
Uzès,1493,44.0121279,4.4196718
Magdeburg,1486,52.1315889,11.6399609
Augsburg,1495,48.3690341,10.8979522
Paris,1499,48.8534951,2.3483915
Vicenza,1482,45.6348591,11.4063543
Basel,1489,47.5581077,7.5878261
Köln,1471,50.938361,6.959974
Paris,1498,48.8534951,2.3483915
Lyon,1499,45.7578137,4.8320114
Speyer,1496,49.3165553,8.433615
Lyon,1498,45.7578137,4.8320114
